outcome,factor,level,reference,stratum,n_treat,n_control,mean_treat,mean_control,ate,ci_low,ci_high,cohens_d,p_value,p_holm,significant
cumulative_epc,intervention,any intervention,no intervention,surrogate-conformist,800,200,0.10702083333333334,0.017166666666666667,0.08985416666666668,0.08256197916666667,0.0972296875,1.1076666063753495,1.314950560159117e-99,,
cumulative_epc,intervention,any intervention,no intervention,surrogate-cost-averse,800,200,0.01914583333333333,0.0007500000000000001,0.01839583333333333,0.0166875,0.020187499999999997,0.8324449585115493,4.193602834450595e-76,,
cumulative_epc,intervention,any intervention,no intervention,surrogate-defiant,800,200,0.15741666666666665,0.07075000000000001,0.08666666666666664,0.07275,0.10039583333333332,0.8828536860489441,4.032656357427379e-30,,
cumulative_epc,timing,late entry,early entry,surrogate-cautious,400,400,0.1325,0.23491666666666666,-0.10241666666666666,-0.11808333333333333,-0.08608333333333335,-0.8916146850665623,5.583455301946395e-33,,
cumulative_epc,timing,late entry,early entry,surrogate-conformist,400,400,0.08091666666666666,0.133125,-0.05220833333333333,-0.06416666666666668,-0.04079062499999999,-0.6091563717183536,4.714090178247524e-17,,
cumulative_epc,timing,late entry,early entry,surrogate-cost-averse,400,400,0.01525,0.02304166666666666,-0.007791666666666662,-0.011250000000000001,-0.004458333333333335,-0.32003892669409234,6.8681451039789085e-06,,
cumulative_epc,timing,late entry,early entry,surrogate-defiant,400,400,0.13004166666666667,0.18479166666666663,-0.054749999999999965,-0.06837604166666665,-0.04133229166666665,-0.5601519778735775,7.952581528152864e-15,,
cumulative_epc,tone,aggressive debunking,empathetic nudge,surrogate-cautious,400,400,0.18450000000000003,0.18291666666666667,0.0015833333333333532,-0.015874999999999972,0.01850312499999997,0.01258537553524326,0.858649478632568,,
cumulative_epc,tone,aggressive debunking,empathetic nudge,surrogate-conformist,400,400,0.11204166666666665,0.10200000000000001,0.010041666666666643,-0.0018760416666666814,0.02275104166666666,0.1122368834109616,0.11251163111980372,,
cumulative_epc,tone,aggressive debunking,empathetic nudge,surrogate-cost-averse,400,400,0.019666666666666666,0.018625,0.0010416666666666664,-0.0023749999999999986,0.004501041666666656,0.04225561212260703,0.5499120469139882,,
cumulative_epc,tone,aggressive debunking,empathetic nudge,surrogate-defiant,400,400,0.16349999999999998,0.15133333333333332,0.012166666666666659,-0.0018760416666666548,0.026042708333333334,0.1200632333777384,0.08960637442071585,,
